Temperature I,Temperature II,Ore Parameter I,Ore Parameter II,Ore Parameter III,Ore Parameter IV,Indicators A,Indicators B,Indicators C,Indicators D
1404.68,898.94,51.24,88.26,48.24,23.28,79.64,23.78,11.5,17.73
1405.16,899.35,51.24,88.26,48.24,23.28,79.64,23.78,11.51,17.74
1405.16,898.96,51.24,88.26,48.24,23.28,79.65,23.78,11.51,17.75
1405.52,899.02,51.24,88.26,48.24,23.28,79.66,23.78,11.51,17.76
1405.16,898.96,51.24,88.26,48.24,23.28,79.67,23.77,11.52,17.77
1404.77,898.92,51.24,88.26,48.24,23.28,79.67,23.77,11.52,17.78
1405.07,899.22,51.24,88.26,48.24,23.28,79.68,23.77,11.53,17.79
1405.43,898.66,51.24,88.26,48.24,23.28,79.69,23.77,11.53,17.8
1405.43,898.5,51.24,88.26,48.24,23.28,79.69,23.76,11.53,17.81
1404.32,898.81,51.24,88.26,48.24,23.28,79.7,23.76,11.53,17.82
1405.03,898.9,51.24,88.26,48.24,23.28,79.7,23.76,11.54,17.82
1405.03,899.05,51.24,88.26,48.24,23.28,79.71,23.76,11.54,17.83
1404.68,898.85,51.24,88.26,48.24,23.28,79.71,23.76,11.54,17.84
1405.47,899.12,51.24,88.26,48.24,23.28,79.72,23.75,11.54,17.84
1404.94,899.02,51.24,88.26,48.24,23.28,79.72,23.75,11.54,17.85
1405.03,899.17,51.24,88.26,48.24,23.28,79.72,23.75,11.55,17.85
1405.03,899.17,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.85
1404.54,898.96,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.86
1405.03,898.85,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.86
1405.56,899.08,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.86
1404.68,898.93,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.86
1403.04,897.92,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.86
1405.34,899.19,51.24,88.26,48.24,23.28,79.73,23.75,11.55,17.86
1404.77,898.83,51.24,88.26,48.24,23.28,79.73,23.74,11.54,17.85
1404.77,899.13,51.24,88.26,48.24,23.28,79.74,23.73,11.53,17.85
1404.77,898.97,51.24,88.26,48.24,23.28,79.74,23.72,11.53,17.84
1405.16,899.04,51.24,88.26,48.24,23.28,79.75,23.71,11.52,17.83
1404.77,898.97,51.24,88.26,48.24,23.28,79.75,23.69,11.5,17.82
1404.19,898.87,51.24,88.26,48.24,23.28,79.76,23.68,11.49,17.81
1404.5,898.94,51.24,88.26,48.24,23.28,79.76,23.66,11.48,17.8
1404.99,898.74,51.24,88.26,48.24,23.28,79.77,23.64,11.46,17.79
1404.94,898.85,51.24,88.26,48.24,23.28,79.78,23.62,11.44,17.78
1405.16,899.18,51.24,88.26,48.24,23.28,79.79,23.6,11.42,17.76
1405.16,899.18,51.24,88.26,48.24,23.28,79.8,23.57,11.4,17.75
1404.2,898.86,51.24,88.26,48.24,23.28,79.81,23.55,11.38,17.73
1405.56,899.09,51.24,88.26,48.24,23.28,79.82,23.52,11.36,17.71
1405.56,899.07,51.24,88.26,48.24,23.28,79.83,23.49,11.34,17.7
1405.03,898.79,51.24,88.26,48.24,23.28,79.84,23.46,11.31,17.68
1405.38,898.9,51.24,88.26,48.24,23.28,79.85,23.43,11.29,17.66
1405.38,899.01,51.24,88.26,48.24,23.28,79.87,23.4,11.26,17.64
1405.21,898.98,51.24,88.26,48.24,23.28,79.88,23.37,11.24,17.62
1404.77,899,51.24,88.26,48.24,23.28,79.89,23.33,11.21,17.6
1404.77,898.83,51.24,88.26,48.24,23.28,79.9,23.3,11.18,17.57
1404.9,898.98,51.24,88.26,48.24,23.28,79.92,23.26,11.15,17.55
1404.9,898.79,51.24,88.26,48.24,23.28,79.93,23.23,11.12,17.53
1404.32,898.65,51.24,88.26,48.24,23.28,79.94,23.19,11.09,17.51
1404.68,898.7,51.24,88.26,48.24,23.28,79.96,23.16,11.07,17.48
1405.07,898.95,51.24,88.26,48.24,23.28,79.97,23.12,11.04,17.46
1405.07,899.12,51.24,88.26,48.24,23.28,79.99,23.08,11.01,17.44
1405.07,899.12,51.24,88.26,48.24,23.28,80,23.05,10.98,17.41
1404.72,899.05,51.24,88.26,48.24,23.28,80.02,23.01,10.95,17.39
1404.85,899.08,51.24,88.26,48.24,23.28,80.03,22.97,10.91,17.37
1404.85,898.9,51.24,88.26,48.24,23.28,80.04,22.94,10.88,17.34
1405.21,898.87,51.24,88.26,48.24,23.28,80.06,22.9,10.85,17.32
1405.21,898.97,51.24,88.26,48.24,23.28,80.07,22.86,10.82,17.3
1405.21,898.97,51.24,88.26,48.24,23.28,80.09,22.83,10.8,17.27
1405.21,899.15,51.24,88.26,48.24,23.28,80.1,22.79,10.77,17.25
1404.72,898.82,51.24,88.26,48.24,23.28,80.11,22.76,10.74,17.23
1404.72,899.04,51.24,88.26,48.24,23.28,80.13,22.72,10.71,17.21
1404.72,898.89,51.24,88.26,48.24,23.28,80.14,22.69,10.68,17.18
1404.15,898.79,51.24,88.26,48.24,23.28,80.15,22.65,10.65,17.16
1404.15,898.45,51.24,88.26,48.24,23.28,80.16,22.62,10.63,17.14
1404.2,898.46,51.24,88.26,48.24,23.28,80.18,22.59,10.6,17.12
1405.21,898.95,51.24,88.26,48.24,23.28,80.19,22.56,10.58,17.1
1404.68,899.08,51.24,88.26,48.24,23.28,80.2,22.53,10.55,17.08
1405.03,899.14,51.24,88.26,48.24,23.28,80.21,22.5,10.53,17.07
1405.03,899.14,51.24,88.26,48.24,23.28,80.22,22.47,10.51,17.05
1405.03,899.42,51.24,88.26,48.24,23.28,80.23,22.45,10.49,17.03
1404.68,898.72,51.24,88.26,48.24,23.28,80.24,22.42,10.47,17.02
1405.12,898.83,51.24,88.26,48.24,23.28,80.25,22.4,10.45,17
1404.68,899.05,51.24,88.26,48.24,23.28,80.26,22.38,10.43,16.99
1404.68,898.83,51.24,88.26,48.24,23.28,80.27,22.36,10.41,16.98
1405.43,899.11,51.24,88.26,48.24,23.28,80.27,22.34,10.4,16.97
1404.8,898.87,51.24,88.26,48.24,23.28,80.28,22.33,10.39,16.96
1405.16,899.27,51.24,88.26,48.24,23.28,80.28,22.31,10.37,16.95
1405.16,899.42,51.24,88.26,48.24,23.28,80.29,22.3,10.36,16.94
1404.58,898.95,51.24,88.26,48.24,23.28,80.29,22.29,10.36,16.93
1404.58,898.82,51.24,88.26,48.24,23.28,80.3,22.28,10.35,16.93
1405.03,898.9,51.24,88.26,48.24,23.28,80.3,22.27,10.34,16.92
1405.69,899.2,51.24,88.26,48.24,23.28,80.3,22.27,10.34,16.92
1405.08,899.13,51.24,88.26,48.24,23.28,80.3,22.27,10.34,16.92
1404.32,898.83,51.24,88.26,48.24,23.28,80.3,22.27,10.34,16.92
1405.21,898.78,51.24,88.26,48.24,23.28,80.3,22.27,10.34,16.92
1404.85,898.88,51.24,88.26,48.24,23.28,80.29,22.28,10.34,16.91
1404.85,898.81,51.24,88.26,48.24,23.28,80.29,22.28,10.35,16.9
1404.85,898.8,51.24,88.26,48.24,23.28,80.29,22.29,10.35,16.89
1405.03,898.75,51.24,88.26,48.24,23.28,80.28,22.3,10.35,16.88
1405.43,899.19,51.24,88.26,48.24,23.28,80.27,22.31,10.36,16.86
1405.52,898.82,51.24,88.26,48.24,23.28,80.26,22.33,10.36,16.85
1404.15,898.75,51.24,88.26,48.24,23.28,80.26,22.34,10.37,16.83
1404.41,898.64,51.24,88.26,48.24,23.28,80.25,22.36,10.38,16.81
1404.68,898.67,51.24,88.26,48.24,23.28,80.23,22.37,10.39,16.79
1404.94,899.27,51.24,88.26,48.24,23.28,80.22,22.39,10.39,16.76
1404.85,899.2,51.24,88.26,48.24,23.28,80.21,22.41,10.4,16.74
1404.41,898.61,51.24,88.26,48.24,23.28,80.2,22.43,10.41,16.71
1405.16,898.94,51.24,88.26,48.24,23.28,80.18,22.45,10.42,16.68
1404.76,899.2,51.24,88.26,48.24,23.28,80.17,22.47,10.43,16.65
1403.97,898.21,51.24,88.26,48.24,23.28,80.16,22.5,10.44,16.62
1404.32,898.89,51.24,88.26,48.24,23.28,80.14,22.52,10.45,16.59
1404.41,898.77,51.24,88.26,48.24,23.28,80.12,22.55,10.46,16.56
1404.41,898.8,51.24,88.26,48.24,23.28,80.11,22.57,10.47,16.53
1404.41,899.25,51.24,88.26,48.24,23.28,80.09,22.6,10.48,16.49
1404.63,898.96,51.24,88.26,48.24,23.28,80.07,22.62,10.5,16.46
1405.69,899.27,51.24,88.26,48.24,23.28,80.06,22.65,10.51,16.42
1405.69,898.69,51.24,88.26,48.24,23.28,80.04,22.68,10.52,16.38
1405.34,899.16,51.24,88.26,48.24,23.28,80.02,22.71,10.53,16.35
1404.54,898.88,51.24,88.26,48.24,23.28,80,22.73,10.54,16.31
1404.19,898.61,51.24,88.26,48.24,23.28,79.99,22.76,10.56,16.27
1404.32,898.81,51.24,88.26,48.24,23.28,79.97,22.79,10.57,16.24
1405.38,899.14,51.24,88.26,48.24,23.28,79.95,22.82,10.58,16.2
1404.36,898.82,51.24,88.26,48.24,23.28,79.93,22.85,10.6,16.16
1404.36,898.82,51.24,88.26,48.24,23.28,79.91,22.88,10.61,16.12
1404.28,898.9,51.24,88.26,48.24,23.28,79.89,22.91,10.62,16.08
1404.77,898.85,51.24,88.26,48.24,23.28,79.87,22.94,10.63,16.05
1404.41,898.94,51.24,88.26,48.24,23.28,79.86,22.97,10.65,16.01
1405.03,899.19,51.24,88.26,48.24,23.28,79.84,22.99,10.66,15.97
1405.03,899.23,51.24,88.26,48.24,23.28,79.82,23.02,10.67,15.94
1405.03,899.06,51.24,88.26,48.24,23.28,79.8,23.05,10.68,15.9
1405.47,899.13,51.24,88.26,48.24,23.28,79.79,23.08,10.69,15.86
1404.59,898.83,51.24,88.26,48.24,23.28,79.77,23.1,10.71,15.83
1405.16,898.95,51.24,88.26,48.24,23.28,79.75,23.13,10.72,15.79
1405.08,899.11,51.24,88.26,48.24,23.28,79.74,23.15,10.73,15.76
1405.08,899.3,51.24,88.26,48.24,23.28,79.72,23.18,10.74,15.73
1405.08,899.15,51.24,88.26,48.24,23.28,79.7,23.2,10.75,15.7
1405.08,899.15,51.24,88.26,48.24,23.28,79.69,23.23,10.76,15.67
1404.41,898.75,51.24,88.26,48.24,23.28,79.68,23.25,10.77,15.64
1405.03,899.15,51.24,88.26,48.24,23.28,79.66,23.27,10.78,15.61
1404.68,898.59,51.24,88.26,48.24,23.28,79.65,23.29,10.79,15.58
1405.3,898.97,51.24,88.26,48.24,23.28,79.64,23.31,10.8,15.56
1404.81,899.12,51.24,88.26,48.24,23.28,79.63,23.33,10.8,15.53
1404.46,899.06,51.24,88.26,48.24,23.28,79.61,23.34,10.81,15.51
1405.25,899.05,51.24,88.26,48.24,23.28,79.6,23.36,10.82,15.49
1404.68,899,51.24,88.26,48.24,23.28,79.6,23.37,10.83,15.47
1404.41,898.83,51.24,88.26,48.24,23.28,79.59,23.39,10.83,15.46
1404.77,898.75,51.24,88.26,48.24,23.28,79.58,23.4,10.84,15.44
1404.36,898.7,51.24,88.26,48.24,23.28,79.57,23.41,10.84,15.43
1404.46,898.71,51.24,88.26,48.24,23.28,79.57,23.42,10.84,15.42
1404.46,898.94,51.24,88.26,48.24,23.28,79.57,23.42,10.85,15.41
1404.41,898.93,51.24,88.26,48.24,23.28,79.56,23.43,10.85,15.4
1405.07,899.01,51.24,88.26,48.24,23.28,79.56,23.43,10.85,15.4
1405.07,899.11,51.24,88.26,48.24,23.28,79.56,23.43,10.85,15.4
1405.07,899.11,51.24,88.26,48.24,23.28,79.56,23.43,10.85,15.4
1404.85,899.1,51.24,88.26,48.24,23.28,79.56,23.43,10.85,15.4
1405.21,899.16,51.24,88.26,48.24,23.28,79.56,23.43,10.85,15.4
1405.16,899.24,51.24,88.26,48.24,23.28,79.57,23.42,10.85,15.4
1404.36,898.96,51.24,88.26,48.24,23.28,79.57,23.42,10.86,15.4
1404.36,898.96,51.24,88.26,48.24,23.28,79.58,23.42,10.86,15.4
1402.91,897.2,51.24,88.26,48.24,23.28,79.58,23.41,10.86,15.4
1404.9,898.93,51.24,88.26,48.24,23.28,79.59,23.41,10.87,15.4
1405.12,898.82,51.24,88.26,48.24,23.28,79.6,23.41,10.87,15.4
1403.53,900.83,51.24,88.26,48.24,23.28,79.61,23.4,10.88,15.4
1404.54,899.16,51.24,88.26,48.24,23.28,79.62,23.39,10.88,15.4
1404.94,898.7,51.24,88.26,48.24,23.28,79.63,23.39,10.89,15.39
1404.5,898.35,51.24,88.26,48.24,23.28,79.64,23.38,10.89,15.39
1404.94,899.46,51.24,88.26,48.24,23.28,79.65,23.37,10.9,15.39
1405.74,899.75,51.24,88.26,48.24,23.28,79.66,23.37,10.9,15.39
1404.5,898.83,51.24,88.26,48.24,23.28,79.67,23.36,10.91,15.39
1404.41,898.68,51.24,88.26,48.24,23.28,79.69,23.35,10.92,15.39
1405.03,898.83,51.24,88.26,48.24,23.28,79.7,23.34,10.93,15.39
1405.03,898.98,51.24,88.26,48.24,23.28,79.71,23.34,10.93,15.39
1404.5,899.11,51.24,88.26,48.24,23.28,79.73,23.33,10.94,15.39
1404.59,898.68,51.24,88.26,48.24,23.28,79.74,23.32,10.95,15.39
1404.9,899.25,51.24,88.26,48.24,23.28,79.76,23.31,10.96,15.38
1404.24,898.79,51.24,88.26,48.24,23.28,79.77,23.3,10.96,15.38
1405.03,898.67,51.24,88.26,48.24,23.28,79.79,23.29,10.97,15.38
1404.37,898.92,51.24,88.26,48.24,23.28,79.8,23.28,10.98,15.38
1404.37,899.16,51.24,88.26,48.24,23.28,79.82,23.27,10.99,15.38
1404.73,899.09,51.24,88.26,48.24,23.28,79.84,23.26,11,15.38
1404.73,899.09,51.24,88.26,48.24,23.28,79.85,23.25,11.01,15.38
1403.84,898.6,51.24,88.26,48.24,23.28,79.87,23.24,11.02,15.38
1405.07,898.87,51.24,88.26,48.24,23.28,79.89,23.23,11.03,15.38
1405.87,899.96,51.24,88.26,48.24,23.28,79.9,23.22,11.03,15.37
1405.52,899.55,51.24,88.26,48.24,23.28,79.92,23.21,11.04,15.37
1404.68,899.05,51.24,88.26,48.24,23.28,79.93,23.2,11.05,15.37
1405.61,899.16,51.24,88.26,48.24,23.28,79.95,23.19,11.06,15.37
1404.63,898.41,51.24,88.26,48.24,23.28,79.97,23.18,11.07,15.37
1404.72,899.02,51.24,88.26,48.24,23.28,79.98,23.17,11.08,15.37
1404.8,899.64,51.24,88.26,48.24,23.28,80,23.16,11.09,15.37
1405.21,898.66,51.24,88.26,48.24,23.28,80.01,23.15,11.09,15.37
1404.05,898.48,51.24,88.26,48.24,23.28,80.03,23.14,11.1,15.36
1404.41,898.77,51.24,88.26,48.24,23.28,80.04,23.13,11.11,15.36
1406.09,899.17,51.24,88.26,48.24,23.28,80.06,23.12,11.12,15.36
1404.94,899.2,51.24,88.26,48.24,23.28,80.07,23.12,11.12,15.36
1404.94,898.94,51.24,88.26,48.24,23.28,80.08,23.11,11.13,15.36
1404.94,899.42,51.24,88.26,48.24,23.28,80.1,23.1,11.14,15.36
1404.36,898.71,51.24,88.26,48.24,23.28,80.11,23.09,11.15,15.36
1404.59,898.9,51.24,88.26,48.24,23.28,80.12,23.09,11.15,15.36
1404.54,898.94,51.24,88.26,48.24,23.28,80.13,23.08,11.16,15.36
1404.9,898.9,51.24,88.26,48.24,23.28,80.14,23.07,11.16,15.36
1404.46,898.67,51.24,88.26,48.24,23.28,80.15,23.07,11.17,15.35
1404.76,898.9,51.24,88.26,48.24,23.28,80.16,23.06,11.17,15.35
1405.38,898.8,51.24,88.26,48.24,23.28,80.17,23.05,11.18,15.35
1404.5,898.66,51.24,88.26,48.24,23.28,80.18,23.05,11.18,15.35
1404.99,899.39,51.24,88.26,48.24,23.28,80.19,23.05,11.19,15.35
1405.12,898.8,51.24,88.26,48.24,23.28,80.19,23.04,11.19,15.35
1404.27,898.63,51.24,88.26,48.24,23.28,80.2,23.04,11.19,15.35
1404.68,898.71,51.24,88.26,48.24,23.28,80.2,23.04,11.2,15.35
1404.63,899,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.35
1404.54,899.04,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.35
1404.9,899.05,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.35
1404.5,898.93,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.35
1404.5,898.94,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.35
1404.1,898.6,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.35
1404.28,898.51,51.24,88.26,48.24,23.28,80.21,23.03,11.2,15.34
1404.99,898.77,51.24,88.26,48.24,23.28,80.21,23.03,11.19,15.34
1405.07,898.94,51.24,88.26,48.24,23.28,80.21,23.02,11.19,15.33
1404.72,899.16,51.24,88.26,48.24,23.28,80.21,23.02,11.19,15.32
1404.99,899.28,51.24,88.26,48.24,23.28,80.21,23.02,11.18,15.31
1404.99,899.13,51.24,88.26,48.24,23.28,80.21,23.01,11.17,15.29
1404.99,899.02,51.24,88.26,48.24,23.28,80.21,23.01,11.17,15.28
1404.99,899.05,51.24,88.26,48.24,23.28,80.21,23,11.16,15.26
1404.72,899.02,51.24,88.26,48.24,23.28,80.21,23,11.15,15.25
1404.68,898.98,51.24,88.26,48.24,23.28,80.21,22.99,11.15,15.23
1405.38,899.38,51.24,88.26,48.24,23.28,80.21,22.99,11.14,15.21
1406.04,899.5,51.24,88.26,48.24,23.28,80.21,22.98,11.13,15.19
1404.32,898.9,51.24,88.26,48.24,23.28,80.21,22.97,11.12,15.17
1404.94,899.17,51.24,88.26,48.24,23.28,80.21,22.97,11.11,15.15
1405.86,899.46,51.24,88.26,48.24,23.28,80.21,22.96,11.1,15.12
1404.85,899.09,51.24,88.26,48.24,23.28,80.21,22.95,11.09,15.1
1404.9,898.94,51.24,88.26,48.24,23.28,80.21,22.94,11.08,15.07
1404.54,898.85,51.24,88.26,48.24,23.28,80.21,22.94,11.07,15.05
1404.77,899.02,51.24,88.26,48.24,23.28,80.21,22.93,11.05,15.02
1405.61,899.08,51.24,88.26,48.24,23.28,80.21,22.92,11.04,15
1404.77,898.97,51.24,88.26,48.24,23.28,80.21,22.91,11.03,14.97
1405.12,898.95,51.24,88.26,48.24,23.28,80.21,22.9,11.02,14.94
1405.83,899.07,51.24,88.26,48.24,23.28,80.21,22.89,11,14.91
1404.94,898.75,51.24,88.26,48.24,23.28,80.21,22.89,10.99,14.89
1405.47,899.62,51.24,88.26,48.24,23.28,80.21,22.88,10.98,14.86
1405.79,899.79,51.24,88.26,48.24,23.28,80.21,22.87,10.97,14.83
1404.63,898.8,51.24,88.26,48.24,23.28,80.21,22.86,10.95,14.8
1405.07,898.88,51.24,88.26,48.24,23.28,80.21,22.85,10.94,14.77
1405.43,899.34,51.24,88.26,48.24,23.28,80.21,22.84,10.93,14.74
1405.33,899.02,51.24,88.26,48.24,23.28,80.21,22.83,10.91,14.71
1404.15,898.8,51.24,88.26,48.24,23.28,80.21,22.82,10.9,14.68
1404.32,898.74,51.24,88.26,48.24,23.28,80.21,22.81,10.89,14.65
1404.63,899.15,51.24,88.26,48.24,23.28,80.21,22.81,10.88,14.63
1404.58,898.8,51.24,88.26,48.24,23.28,80.21,22.8,10.86,14.6
1405.08,899.3,51.24,88.26,48.24,23.28,80.21,22.79,10.85,14.57
1404.63,898.86,51.24,88.26,48.24,23.28,80.21,22.78,10.84,14.54
1404.2,898.77,51.24,88.26,48.24,23.28,80.21,22.77,10.83,14.52
1405.03,899.21,51.24,88.26,48.24,23.28,80.21,22.76,10.81,14.49
1404.68,899.07,51.24,88.26,48.24,23.28,80.21,22.76,10.8,14.47
1404.68,898.88,51.24,88.26,48.24,23.28,80.21,22.75,10.79,14.44
1405.12,899.02,51.24,88.26,48.24,23.28,80.21,22.74,10.78,14.42
1404.99,899.24,51.24,88.26,48.24,23.28,80.21,22.73,10.77,14.39
1404.81,898.95,51.24,88.26,48.24,23.28,80.21,22.73,10.76,14.37
1404.81,899.03,51.24,88.26,48.24,23.28,80.21,22.72,10.75,14.35
1405.21,898.93,51.24,88.26,48.24,23.28,80.21,22.71,10.74,14.33
1404.81,898.77,51.24,88.26,48.24,23.28,80.21,22.71,10.73,14.31
1404.94,899.18,51.24,88.26,48.24,23.28,80.21,22.7,10.73,14.29
1404.94,899.15,51.24,88.26,48.24,23.28,80.21,22.7,10.72,14.28
1404.5,898.98,51.24,88.26,48.24,23.28,80.21,22.69,10.71,14.26
1404.94,899.2,51.24,88.26,48.24,23.28,80.21,22.69,10.71,14.25
1404.94,899.3,51.24,88.26,48.24,23.28,80.21,22.68,10.7,14.23
1405.07,898.98,51.24,88.26,48.24,23.28,80.21,22.68,10.69,14.22
1404.59,898.65,51.24,88.26,48.24,23.28,80.21,22.68,10.69,14.21
1404.68,898.86,51.24,88.26,48.24,23.28,80.21,22.67,10.69,14.2
1405.34,899.34,51.24,88.26,48.24,23.28,80.21,22.67,10.68,14.2
1404.54,898.7,51.24,88.26,48.24,23.28,80.21,22.67,10.68,14.19
1404.72,899.07,51.24,88.26,48.24,23.28,80.21,22.67,10.68,14.19
1405.21,898.86,51.24,88.26,48.24,23.28,80.21,22.67,10.68,14.19
1405.21,899.23,51.24,88.26,48.24,23.28,80.21,22.67,10.68,14.19
1404.63,899.29,51.24,88.26,48.24,23.28,80.21,22.67,10.68,14.19
1405.03,899.02,51.24,88.26,48.24,23.28,80.21,22.67,10.69,14.19
1404.68,898.83,51.24,88.26,48.24,23.28,80.21,22.67,10.69,14.19
1404.68,898.41,51.24,88.26,48.24,23.28,80.21,22.67,10.69,14.19
1403.3,898.23,51.24,88.26,48.24,23.28,80.21,22.67,10.7,14.19
1405.43,899.29,51.24,88.26,48.24,23.28,80.21,22.67,10.71,14.19
1404.85,899.11,51.24,88.26,48.24,23.28,80.21,22.67,10.71,14.18
1404.9,898.98,51.24,88.26,48.24,23.28,80.2,22.67,10.72,14.18
1404.41,899.25,51.24,88.26,48.24,23.28,80.2,22.67,10.73,14.18
1404.99,898.96,51.24,88.26,48.24,23.28,80.2,22.67,10.74,14.18
1404.5,898.9,51.24,88.26,48.24,23.28,80.2,22.68,10.75,14.18
1404.55,898.97,51.24,88.26,48.24,23.28,80.2,22.68,10.76,14.17
1405.03,898.79,51.24,88.26,48.24,23.28,80.2,22.68,10.78,14.17
1404.32,898.78,51.24,88.26,48.24,23.28,80.2,22.68,10.79,14.17
1404.85,899.35,51.24,88.26,48.24,23.28,80.19,22.68,10.8,14.17
1404.72,898.83,51.24,88.26,48.24,23.28,80.19,22.68,10.81,14.16
1405.51,898.92,51.24,88.26,48.24,23.28,80.19,22.68,10.83,14.16
1405.51,899.59,51.24,88.26,48.24,23.28,80.19,22.68,10.84,14.16
1405.3,899.32,51.24,88.26,48.24,23.28,80.19,22.68,10.86,14.16
1404.32,899.01,51.24,88.26,48.24,23.28,80.18,22.68,10.87,14.15
1404.32,898.59,51.24,88.26,48.24,23.28,80.18,22.69,10.89,14.15
1404.63,899.05,51.24,88.26,48.24,23.28,80.18,22.69,10.91,14.15
1406.13,899.54,51.24,88.26,48.24,23.28,80.18,22.69,10.92,14.14
1404.36,898.37,51.24,88.26,48.24,23.28,80.18,22.69,10.94,14.14
1404.59,898.9,51.24,88.26,48.24,23.28,80.17,22.69,10.96,14.14
1404.9,898.96,51.24,88.26,48.24,23.28,80.17,22.69,10.97,14.13
1405.26,899.02,51.24,88.26,48.24,23.28,80.17,22.69,10.99,14.13
1405.61,899.21,51.24,88.26,48.24,23.28,80.17,22.69,11.01,14.13
1404.28,898.87,51.24,88.26,48.24,23.28,80.17,22.7,11.03,14.13
1404.19,898.89,51.24,88.26,48.24,23.28,80.16,22.7,11.04,14.12
1404.19,898.89,51.24,88.26,48.24,23.28,80.16,22.7,11.06,14.12
1404.68,898.98,51.24,88.26,48.24,23.28,80.16,22.7,11.08,14.12
1404.32,898.88,51.24,88.26,48.24,23.28,80.16,22.7,11.09,14.11
1404.8,898.77,51.24,88.26,48.24,23.28,80.15,22.7,11.11,14.11
1404.9,899.12,51.24,88.26,48.24,23.28,80.15,22.7,11.13,14.11
1404.81,898.92,51.24,88.26,48.24,23.28,80.15,22.7,11.14,14.1
1406.05,899.85,51.24,88.26,48.24,23.28,80.15,22.7,11.16,14.1
1406.58,900,51.24,88.26,48.24,23.28,80.15,22.71,11.18,14.1
1404.5,898.8,51.24,88.26,48.24,23.28,80.14,22.71,11.19,14.09
1404.9,898.86,51.24,88.26,48.24,23.28,80.14,22.71,11.21,14.09
1404.85,898.89,51.24,88.26,48.24,23.28,80.14,22.71,11.22,14.09
1405.11,899.09,51.24,88.26,48.24,23.28,80.14,22.71,11.24,14.09
1405.56,899.7,51.24,88.26,48.24,23.28,80.14,22.71,11.25,14.08
1405.21,899.65,51.24,88.26,48.24,23.28,80.13,22.71,11.26,14.08
1405.03,898.83,51.24,88.26,48.24,23.28,80.13,22.71,11.27,14.08
1405.03,899.12,51.24,88.26,48.24,23.28,80.13,22.71,11.29,14.08
1404.94,899.13,51.24,88.26,48.24,23.28,80.13,22.71,11.3,14.07
1404.15,899.01,51.24,88.26,48.24,23.28,80.13,22.72,11.31,14.07
1405.38,899.59,51.24,88.26,48.24,23.28,80.13,22.72,11.32,14.07
1404.94,898.7,51.24,88.26,48.24,23.28,80.13,22.72,11.33,14.07
1405.07,899.04,51.24,88.26,48.24,23.28,80.12,22.72,11.34,14.07
1404.58,898.97,51.24,88.26,48.24,23.28,80.12,22.72,11.34,14.06
1404.23,899.02,51.24,88.26,48.24,23.28,80.12,22.72,11.35,14.06
1404.23,899.2,51.24,88.26,48.24,23.28,80.12,22.72,11.36,14.06
1404.76,898.47,51.24,88.26,48.24,23.28,80.12,22.72,11.36,14.06
1405.21,899.68,51.24,88.26,48.24,23.28,80.12,22.72,11.36,14.06
1404.59,899.16,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.06
1405.6,899.42,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.06
1404.68,898.89,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.06
1404.68,899.4,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.06
1404.46,898.77,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.07
1404.63,898.83,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.07
1404.63,898.83,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.08
1403.75,898.35,51.24,88.26,48.24,23.28,80.12,22.72,11.37,14.09
1404.85,899.04,51.24,88.26,48.24,23.28,80.13,22.72,11.37,14.11
1404.85,899.42,51.24,88.26,48.24,23.28,80.13,22.72,11.36,14.12
1404.36,898.95,51.24,88.26,48.24,23.28,80.13,22.72,11.36,14.14
1405.38,899.49,51.24,88.26,48.24,23.28,80.13,22.72,11.36,14.16
1405.21,899.56,51.24,88.26,48.24,23.28,80.13,22.72,11.36,14.18
1404.32,898.59,51.24,88.26,48.24,23.28,80.14,22.72,11.35,14.21
1406.13,899.78,51.24,88.26,48.24,23.28,80.14,22.71,11.35,14.23
1405.34,898.93,51.24,88.26,48.24,23.28,80.14,22.71,11.35,14.26
1406.27,899.88,51.24,88.26,48.24,23.28,80.14,22.71,11.35,14.29
1405.43,898.94,51.24,88.26,48.24,23.28,80.15,22.71,11.34,14.32
1404.28,898.67,51.24,88.26,48.24,23.28,80.15,22.71,11.34,14.35
1404.99,898.88,51.24,88.26,48.24,23.28,80.16,22.71,11.34,14.38
1404.1,899.08,51.24,88.26,48.24,23.28,80.16,22.71,11.33,14.42
1404.1,898.64,51.24,88.26,48.24,23.28,80.16,22.71,11.33,14.45
